Channel Title,Channel Username,ID,Message,Date,Media Path
Fashion tera,@Fashiontera,3875,"〰️〰️〰️〰️〰️ 
Speed Couple watch 
🔸🔸🔸🔸🔸🔸
Prices 3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-07-04 13:28:04+00:00,photos\@Fashiontera_3875.jpg
Fashion tera,@Fashiontera,3874,,2024-07-04 13:28:04+00:00,photos\@Fashiontera_3874.jpg
Fashion tera,@Fashiontera,3873,"〰️〰️〰️〰️〰️〰️〰️
Fashion Shose 
🔸🔸🔸🔸🔸🔸
Size   42,43
Price  2900
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-07-03 14:24:04+00:00,photos\@Fashiontera_3873.jpg
Fashion tera,@Fashiontera,3872,,2024-07-03 14:24:04+00:00,photos\@Fashiontera_3872.jpg
Fashion tera,@Fashiontera,3871,,2024-07-03 14:24:04+00:00,photos\@Fashiontera_3871.jpg
Fashion tera,@Fashiontera,3870,"〰️〰️〰️〰️〰️ 
Rolex Couple watch 
🔸🔸🔸🔸🔸 
Prices 3900
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-29 18:23:07+00:00,photos\@Fashiontera_3870.jpg
Fashion tera,@Fashiontera,3869,,2024-06-29 18:23:07+00:00,photos\@Fashiontera_3869.jpg
Fashion tera,@Fashiontera,3866,,2024-06-29 13:14:19+00:00,photos\@Fashiontera_3866.jpg
Fashion tera,@Fashiontera,3865,,2024-06-29 13:14:18+00:00,photos\@Fashiontera_3865.jpg
Fashion tera,@Fashiontera,3864,,2024-06-29 13:14:18+00:00,photos\@Fashiontera_3864.jpg
Fashion tera,@Fashiontera,3863,"〰️〰️〰️〰️〰️〰️〰️
Balenciaga
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size 36,37,38,39,40
Price  2900
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-29 13:14:18+00:00,photos\@Fashiontera_3863.jpg
Fashion tera,@Fashiontera,3862,"〰️〰️〰️〰️〰️〰️〰️
Nike Dunk SB
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    42,43
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-28 15:34:10+00:00,photos\@Fashiontera_3862.jpg
Fashion tera,@Fashiontera,3861,,2024-06-28 15:34:10+00:00,photos\@Fashiontera_3861.jpg
Fashion tera,@Fashiontera,3860,"〰️〰️〰️〰️〰️〰️〰️
Adidas 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3400
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-28 15:26:41+00:00,photos\@Fashiontera_3860.jpg
Fashion tera,@Fashiontera,3859,,2024-06-28 15:26:41+00:00,photos\@Fashiontera_3859.jpg
Fashion tera,@Fashiontera,3858,,2024-06-25 15:31:11+00:00,photos\@Fashiontera_3858.jpg
Fashion tera,@Fashiontera,3857,,2024-06-25 15:31:11+00:00,photos\@Fashiontera_3857.jpg
Fashion tera,@Fashiontera,3856,,2024-06-25 15:31:11+00:00,photos\@Fashiontera_3856.jpg
Fashion tera,@Fashiontera,3855,,2024-06-25 15:31:11+00:00,photos\@Fashiontera_3855.jpg
Fashion tera,@Fashiontera,3854,,2024-06-25 15:31:11+00:00,photos\@Fashiontera_3854.jpg
Fashion tera,@Fashiontera,3853,,2024-06-25 15:31:11+00:00,photos\@Fashiontera_3853.jpg
Fashion tera,@Fashiontera,3852,,2024-06-25 15:31:10+00:00,photos\@Fashiontera_3852.jpg
Fashion tera,@Fashiontera,3851,"〰️〰️〰️〰️〰️〰️〰️
Nike Dunk vs Af1
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   4500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-24 13:59:46+00:00,photos\@Fashiontera_3851.jpg
Fashion tera,@Fashiontera,3846,"〰️〰️〰️〰️〰️〰️〰️
Air force 1 High Quality 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    39,41,42,43
Price   3700
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-23 18:17:16+00:00,photos\@Fashiontera_3846.jpg
Fashion tera,@Fashiontera,3845,,2024-06-23 18:17:16+00:00,photos\@Fashiontera_3845.jpg
Fashion tera,@Fashiontera,3844,,2024-06-23 18:17:15+00:00,photos\@Fashiontera_3844.jpg
Fashion tera,@Fashiontera,3843,"〰️〰️〰️〰️〰️〰️〰️
 Air Jordan 1 Low 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size  37,38
Price 2400
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-20 16:55:41+00:00,photos\@Fashiontera_3843.jpg
Fashion tera,@Fashiontera,3842,"〰️〰️〰️〰️〰️〰️〰️
 Air Jordan 1  Low Travis scott
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size  #40
Price 2400
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-18 19:41:49+00:00,photos\@Fashiontera_3842.jpg
Fashion tera,@Fashiontera,3841,,2024-06-18 19:41:49+00:00,photos\@Fashiontera_3841.jpg
Fashion tera,@Fashiontera,3840,"〰️〰️〰️〰️〰️〰️〰️
Skacher 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size 40,41,42
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-17 18:56:36+00:00,photos\@Fashiontera_3840.jpg
Fashion tera,@Fashiontera,3839,,2024-06-17 18:55:36+00:00,photos\@Fashiontera_3839.jpg
Fashion tera,@Fashiontera,3837,"〰️〰️〰️〰️〰️〰️〰️
Men Jacket 
Size   L , Xl
Price  3200
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-12 19:46:03+00:00,photos\@Fashiontera_3837.jpg
Fashion tera,@Fashiontera,3836,"〰️〰️〰️〰️〰️〰️〰️
LOUIS VUITTON 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size 41,42,43
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-12 19:28:28+00:00,photos\@Fashiontera_3836.jpg
Fashion tera,@Fashiontera,3835,,2024-06-12 19:28:27+00:00,photos\@Fashiontera_3835.jpg
Fashion tera,@Fashiontera,3832,"〰️〰️〰️〰️〰️〰️〰️
🔥🔥Discount 🔥🔥


Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size 40,42,43,44
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2024-06-05 13:53:57+00:00,photos\@Fashiontera_3832.jpg
Fashion tera,@Fashiontera,3831,,2024-06-05 13:53:57+00:00,photos\@Fashiontera_3831.jpg
Fashion tera,@Fashiontera,3830,,2024-06-05 13:53:56+00:00,photos\@Fashiontera_3830.jpg
Fashion tera,@Fashiontera,3829,,2024-06-05 13:53:56+00:00,photos\@Fashiontera_3829.jpg
Fashion tera,@Fashiontera,3828,,2024-06-05 13:53:56+00:00,photos\@Fashiontera_3828.jpg
